target,user,text,cleaned_text
0,gushie,A BNP MEP in Yorkshire. Sad day ,a bnp mep in yorkshire sad day
0,debstan1,cant believe ive woken up this early on my day off ,cant believe ive woken up this early on my day off
0,jethrocarr,"@markrais ooh, your profile font selection makes all text white - including white on white for your messages ",ooh your profile font selection makes all text white   including white on white for your messages
4,mattlingard,@pj23harry you got it ,you got it
4,bumgenius,I have to go to bed. Early flight in the am. Sleep well everyone. I'll be here next week.  #clothdiapers,i have to go to bed early flight in the am sleep well everyone ill be here next week
0,aaronjrose,Can you get someone to fix my computer I'm trying to listen to Nova at work... It won't let me ,can you get someone to fix my computer im trying to listen to nova at work it wont let me
0,raybooysen,feeling very uninspired to write this article. ,feeling very uninspired to write this article
4,mlvalentine,@muskrat_john I believe you know what my vote would be.  Level 1 Imp! ,i believe you know what my vote would be level imp
0,MusicalCarmz4,I wish I can forget someone even I don't like though............. ,i wish i can forget someone even i dont like though
4,KizzieMae,Happy Mothers day..Of to God's Place..hollaaaaa ,happy mothers dayof to gods placehollaaaaa
0,motofo,no im not!!  how??,no im not how
0,ZKWC,I broke my 4x5 ground glass.  I curse myself! Anyone know where I get new ground glass?,i broke my x5 ground glass i curse myself anyone know where i get new ground glass
0,JamesMcCleary,I wasn't even in WeHo 5 min and some guy came up and smacked me in the face... I was on my cell and it flew out of my hand. My poor nose. ,i wasnt even in weho min and some guy came up and smacked me in the face i was on my cell and it flew out of my hand my poor nose
4,kaigieee,"so nice out, tanning outside ",so nice out tanning outside
4,SweetBullshit,Fag time 4minutes... Out in the sun for a wee 15minutes ,fag time minutes out in the sun for a wee minutes
0,onthecoast,@aleelyons his voice makes me want to die. i swear when i hear his songs i have to hold back my puke.not exaggerating i dont know why. ,his voice makes me want to die i swear when i hear his songs i have to hold back my pukenot exaggerating i dont know why
0,iNss,I bit my tongue yesterday... I can feel a pice of it hanging loose.... ewwww and it hurts! ,i bit my tongue yesterday i can feel a pice of it hanging loose ewwww and it hurts
4,inkblotsart,@penguinandfish I like Tweetie myself. I'm sure you'll get tons of responses with other recommendations. ,i like tweetie myself im sure youll get tons of responses with other recommendations
0,FawnZxoxo,@lizroz why miserable evening sis ,why miserable evening sis
0,jimmybodean,Jay Lenos last night hosting The Tonight Show  the guy taking over Conan O'Brien is a guest!,jay lenos last night hosting the tonight show the guy taking over conan obrien is a guest
4,McEntire1255,Chasing my cat around the house cuz he does this thing where he wants 2be chased! I know weird but w/e! I love him! Haha ,chasing my cat around the house cuz he does this thing where he wants be chased i know weird but w e i love him haha
0,sandana09,My everything hurts. ,my everything hurts
4,DiSCOLENA,I'm off now. I think. gonna watch mcfly's greatest hits dvd. oh yeeeeah. bye for now. ,im off now i think gonna watch mcflys greatest hits dvd oh yeeeeah bye for now
4,chuckreynolds,remembering how painful moving sites from server to server is...   meh where's a good robot when you need one ,remembering how painful moving sites from server to server is meh wheres a good robot when you need one
4,steveridyard18,"@heycassadee http://twitpic.com/6ppn4 - Your so stunning cass, beautiful , I love the way you look and who you are ",  your so stunning cass beautiful  i love the way you look and who you are
4,allenckchen,"@mitchschroeder Omedetou!! That's truly exciting, but expected, news! Decisions decisions  Please let me know as soon as you 'know'?",omedetou thats truly exciting but expected news decisions decisions please let me know as soon as you know
4,CaitySarahx,Jai ho  *does arm thing*,jai ho *does arm thing*
4,MonicaAyesha,Follow! @realtonyoller&lt;3 ,follow &lt3
4,roseCHARLOTTE,"need to do english coursework tomorrow, but its gonna be sunny... may put it of, again  jonas film, AGAIN!! tomorrow ?",need to do english coursework tomorrow but its gonna be sunny may put it of again jonas film again tomorrow 
0,Anne_A4L,dang i hate waking up early  the things we do for mates...hahah...cambridge here we come!,dang i hate waking up early the things we do for mateshahahcambridge here we come
4,winningedge,"@josephranseth that's funny, thanks!!! ",thats funny thanks
0,MzGlossy,@StaceBDU but my bday is JUNE 19.. this is wack... and ihavent seen any promotions for my bday party  someone better finagle this asap!,but my bday is june  this is wack and ihavent seen any promotions for my bday party someone better finagle this asap
4,sashapurse,"@rowi_e hehe it's ok..same here, basics lang alam ko..hehe..anyways, thanks for siding with me..  well, ganun talaga eh..hehe",hehe its oksame here basics lang alam koheheanyways thanks for siding with me well ganun talaga ehhehe
0,hooshman,hmm? no wifi on this rom? ,hmm no wifi on this rom
0,jesusmsolis,Last day of work today. Some personal and vacation days till next week. After that I am done with my contract. No assignment yet. ,last day of work today some personal and vacation days till next week after that i am done with my contract no assignment yet
0,ShannonFleische,cleaning the house ,cleaning the house
0,Bites_,How do I take my tumblr off twitter ,how do i take my tumblr off twitter
4,josephaldrich,I am stopping this morning to enjoy a well deserved (I think) long weekend with my family. Issues? Good.. glad we are on the same page. ,i am stopping this morning to enjoy a well deserved i think long weekend with my family issues good glad we are on the same page
4,dazd,Cycled to the pub along the canal. Having a chilli jacket with a lovely view of the waterfront   http://twitpic.com/692ih,cycled to the pub along the canal having a chilli jacket with a lovely view of the waterfront
0,sydneysdawn,@berniemufasa yea it was him and sorry ,yea it was him and sorry
4,gozie11,i went up to space just to be stars. but came crashing down.. because of gravities jelousy ,i went up to space just to be stars but came crashing down because of gravities jelousy
4,TessMorris,@sheb57 its great ,its great
4,SPEWKEY,@kingsthings I want to marry spencer pratt.. he is the ultimate super villian ,i want to marry spencer pratt he is the ultimate super villian
0,mattwarren,@danportnoy I didn't get the memo on that one. ,i didnt get the memo on that one
4,musicspnsthwrld,"In the car, just driving. We're going to McDonalds Lol ",in the car just driving were going to mcdonalds lol
4,dammitdarren,"i had such a good day, i doubt it could be beaten ",i had such a good day i doubt it could be beaten
4,dabe83,@djshelton @mikeyballardo goodnight silly boys. ,goodnight silly boys
4,redmovedin,We won netball 2day 4 the 1st time all seasom altho the season has only lasted 3 games so far!!! ,we won netball day the st time all seasom altho the season has only lasted games so far
4,DeNisSeY,@NorwayFob u know u love us!!!!! ,u know u love us
4,spleendingo,I'm excited for E3 this year! Check out all the coverage at http://www.g4tv.com  It's gonna rock! ,im excited for e3 this year check out all the coverage at its gonna rock
0,LaffinAtcha,I missed the 1st 30 minutes   #IACGMOOH,i missed the st minutes
4,iSCOOPofficial,"@karamarzilli it went away! Omgg that's great! No problem, anytime. Have a great day! ",it went away omgg thats great no problem anytime have a great day
0,mrbutton07,@eat7304 WHAT!!!? Thats cool but i don't have unlimited ,what thats cool but i dont have unlimited
4,hawkeyefan_1,Is off to bed. Goodnight! ,is off to bed goodnight
0,JGillo,"@Ipswich772 I bought him a shirt XD, he's at work now though so he hasn't seen it. ",i bought him a shirt xd hes at work now though so he hasnt seen it
0,kidstablegirl,lalalala. im so bored.  why do I always tweet when I am?,lalalala im so bored why do i always tweet when i am
0,thatmfeeling,is wondering why my picture is coming up with a bloody question mark!!!! AHHH *rips someones hair out*  Humpf!,is wondering why my picture is coming up with a bloody question mark ahhh *rips someones hair out* humpf
4,sheryonstone,rb@by_starla welcome to the funplex  ? http://blip.fm/~7chwv,rb welcome to the funplex 
4,1938superman,@zublime75 I was addicted to that movie for about a week. What can I say? I got kids. ,i was addicted to that movie for about a week what can i say i got kids
4,TessaLopez,hello new friends ,hello new friends
4,petitboyblogger,"I hate the rain, at least today.  http://plurk.com/p/x4qjt",i hate the rain at least today
4,liziakova,@lina_luka i've had a headache for the past 4 days but i feel better now. how are you? ,ive had a headache for the past days but i feel better now how are you
0,viennaexpat,"Um my face is sunburned, and I have a wedding to go to tomorrow. ",um my face is sunburned and i have a wedding to go to tomorrow
0,witty_knitter,@web_goddess maybe damp. We have bubbles in plaster in front room ,maybe damp we have bubbles in plaster in front room
4,MagpiePants,@monnie Sounds like the kind of thing I'd do too ,sounds like the kind of thing id do too
0,Champaggne,@joeymcintyre I feel bad i seem to have lost my card to get that song   I gave a book and all...  ah well...  it shall turn up!,i feel bad i seem to have lost my card to get that song i gave a book and all ah well it shall turn up
0,kim_bach,@4ND3RS I guess that means that Apple gave up on CalDAV ,i guess that means that apple gave up on caldav
4,cherylharrison,Three entries in my pointless Karaoke Photo Caption Contest - submit yours now!  http://bit.ly/kFml9,three entries in my pointless karaoke photo caption contest   submit yours now
0,riddles20,I've watched 5 episodes of house + could quite happily carry on.... I do however have a small 11hr shift tomoro so unfortunately CANNOT ,ive watched episodes of house + could quite happily carry on i do however have a small hr shift tomoro so unfortunately cannot
